base_mae,corr_mae,delta_pct,feature,kappa,origin_r2,pearson,scale,test_curve,test_group,test_label,train_curves,train_id,win
0.0025579541942073844,0.0023816840665979084,-6.891058800374472,S10_current,0.028340519806877164,0.19141042166574318,0.6135896551001623,400,wsdcon_18.csv,probe,WSD-con 18e-5,wsdcon_9,probe9,1
0.00744534704076948,0.004221077501276733,-43.305832781698214,S20,0.9815792381585935,0.6440594080577655,0.021087547417292036,25,cosine_72000.csv,cosine,Cosine 72k,cosine_72000,cosine,1
0.003408385839825258,0.01687771786815354,395.1821378596864,S20,0.9815792381585935,-66.75081511947421,0.7843014062989657,25,wsd_20000_24000.csv,wsd,WSD exp,cosine_72000,cosine,0
0.0031360955249893426,0.013454354504497694,329.01609333291645,S20,0.9815792381585935,-61.79582842108858,0.7352983268866408,25,wsdld_20000_24000.csv,wsd,WSD linear,cosine_72000,cosine,0
0.004487187642230267,0.12097744723532282,2596.0639242443935,S20,0.9815792381585935,-1189.585804715006,0.9060322038768456,25,wsdcon_3.csv,probe,WSD-con 3e-5,cosine_72000,cosine,0
0.002926482771138891,0.03610506100964764,1133.7356421748807,S20,0.9815792381585935,-921.3322840605597,0.7132725368863547,25,wsdcon_9.csv,probe,WSD-con 9e-5,cosine_72000,cosine,0
0.002504818961791151,0.012234604656754154,388.44267164144304,S20,0.9815792381585935,-258.9308924243344,0.5494711582713748,25,wsdcon_18.csv,probe,WSD-con 18e-5,cosine_72000,cosine,0
0.007265129575917493,0.0035567814195749028,-51.04311103596901,S20,1.093310783166576,0.76103092245684,0.47433435397001195,100,cosine_72000.csv,cosine,Cosine 72k,cosine_72000,cosine,1
0.0037480705220761528,0.017291299747671015,361.3386980267628,S20,1.093310783166576,-39.41132539776069,0.9483967343731289,100,wsd_20000_24000.csv,wsd,WSD exp,cosine_72000,cosine,0
0.003248313740665229,0.013698804759675826,321.7204941807875,S20,1.093310783166576,-42.20000295461509,0.9515011926990782,100,wsdld_20000_24000.csv,wsd,WSD linear,cosine_72000,cosine,0
0.0056693997340904675,0.11969993922293476,2011.3335597624432,S20,1.093310783166576,-740.0558538443767,0.8588815827503902,100,wsdcon_3.csv,probe,WSD-con 3e-5,cosine_72000,cosine,0
0.004934623402238123,0.03744938728169353,658.9107461515335,S20,1.093310783166576,-346.31488443652455,0.5651577795270273,100,wsdcon_9.csv,probe,WSD-con 9e-5,cosine_72000,cosine,0
0.0013816404339982303,0.011666404269613592,744.3878727443594,S20,1.093310783166576,-770.9004474815271,0.5442339255616393,100,wsdcon_18.csv,probe,WSD-con 18e-5,cosine_72000,cosine,0
0.005612615040270773,0.004172427087679907,-25.65983845778573,S20,0.7072046355582461,0.4488469700262404,0.587129940581792,400,cosine_72000.csv,cosine,Cosine 72k,cosine_72000,cosine,1
0.004701998914275349,0.01033925350410008,119.89059743739902,S20,0.7072046355582461,-5.7313179070606015,0.9485260194421128,400,wsd_20000_24000.csv,wsd,WSD exp,cosine_72000,cosine,0
0.0038535563963712593,0.008598159445685797,123.1227095516843,S20,0.7072046355582461,-7.222674078632641,0.9485434449999317,400,wsdld_20000_24000.csv,wsd,WSD linear,cosine_72000,cosine,0
0.008173606778800102,0.07423590005198634,808.2391906169515,S20,0.7072046355582461,-122.37929159405239,0.8865880876364006,400,wsdcon_3.csv,probe,WSD-con 3e-5,cosine_72000,cosine,0
0.006687305974578527,0.025802357126154644,285.8408337264822,S20,0.7072046355582461,-68.28682898881638,0.6588703446824895,400,wsdcon_9.csv,probe,WSD-con 9e-5,cosine_72000,cosine,0
0.0025579541942073844,0.008691388756462574,239.77890519481,S20,0.7072046355582461,-87.68070597376432,0.4973053282554394,400,wsdcon_18.csv,probe,WSD-con 18e-5,cosine_72000,cosine,0
0.00744534704076948,0.0069497877605287596,-6.655959453966631,S20,0.08805209976840622,0.11036740427861202,0.02108754741729203,25,cosine_72000.csv,cosine,Cosine 72k,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.003408385839825258,0.002167349153619858,-36.41127338649623,S20,0.08805209976840622,0.668655551254202,0.7843014062989657,25,wsd_20000_24000.csv,wsd,WSD exp,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0031360955249893426,0.002143840050365764,-31.6398357995473,S20,0.08805209976840622,0.5882330807390883,0.7352983268866408,25,wsdld_20000_24000.csv,wsd,WSD linear,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.004487187642230267,0.009127159428265122,103.40489758811712,S20,0.08805209976840622,-4.262065095280712,0.9060322038768458,25,wsdcon_3.csv,probe,WSD-con 3e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.002926482771138891,0.004111759395113276,40.501746180214624,S20,0.08805209976840622,-4.032064381311723,0.7132725368863547,25,wsdcon_9.csv,probe,WSD-con 9e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.002504818961791151,0.002508289383767708,0.1385498125611173,S20,0.08805209976840622,-0.5097964874145504,0.5494711582713749,25,wsdcon_18.csv,probe,WSD-con 18e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.007265129575917493,0.006488530842146638,-10.689399626747608,S20,0.13804330157965708,0.18004577677360978,0.47433435397001195,100,cosine_72000.csv,cosine,Cosine 72k,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0037480705220761528,0.0018144031316522295,-51.59100873461727,S20,0.13804330157965708,0.8776406296996367,0.9483967343731288,100,wsd_20000_24000.csv,wsd,WSD exp,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.003248313740665229,0.0016627810345470025,-48.8109472391519,S20,0.13804330157965708,0.8465018178604281,0.9515011926990783,100,wsdld_20000_24000.csv,wsd,WSD linear,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0056693997340904675,0.013848495508640361,144.26740322028206,S20,0.13804330157965708,-6.478219116965071,0.8588815827503902,100,wsdcon_3.csv,probe,WSD-con 3e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.004934623402238123,0.007637847737818389,54.780762689088,S20,0.13804330157965708,-3.806009766338441,0.5651577795270272,100,wsdcon_9.csv,probe,WSD-con 9e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.0013816404339982303,0.002171915960211037,57.19834964049835,S20,0.13804330157965708,-8.73281349559582,0.5442339255616394,100,wsdcon_18.csv,probe,WSD-con 18e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.005612615040270773,0.004981485664605162,-11.244836339874176,S20,0.18167714297684961,0.20099122954019855,0.5871299405817919,400,cosine_72000.csv,cosine,Cosine 72k,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.004701998914275349,0.0022545750549970607,-52.05071085507629,S20,0.18167714297684961,0.8647760885684802,0.9485260194421127,400,wsd_20000_24000.csv,wsd,WSD exp,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.0038535563963712593,0.0019002518522822753,-50.68836013217124,S20,0.18167714297684961,0.8464974386015394,0.9485434449999317,400,wsdld_20000_24000.csv,wsd,WSD linear,wsd_20000_24000+wsdld_20000_24000,wsd,1
0.008173606778800102,0.016003159093523792,95.79066532820264,S20,0.18167714297684961,-3.992137384832535,0.8865880876364007,400,wsdcon_3.csv,probe,WSD-con 3e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.006687305974578527,0.009401941610640892,40.59386016404696,S20,0.18167714297684961,-2.9148181779761466,0.6588703446824893,400,wsdcon_9.csv,probe,WSD-con 9e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.0025579541942073844,0.003468120524563459,35.581807227713135,S20,0.18167714297684961,-4.381645498864593,0.49730532825543944,400,wsdcon_18.csv,probe,WSD-con 18e-5,wsd_20000_24000+wsdld_20000_24000,wsd,0
0.00744534704076948,0.007304852628570923,-1.8870095836934553,S20,0.02496336663053238,0.03234266850110323,0.021087547417292005,25,cosine_72000.csv,cosine,Cosine 72k,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.003408385839825258,0.002991129606108345,-12.242048093308156,S20,0.02496336663053238,0.3228142631971401,0.7843014062989658,25,wsd_20000_24000.csv,wsd,WSD exp,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.0031360955249893426,0.002812826566195575,-10.308007400216745,S20,0.02496336663053238,0.2895066748499626,0.7352983268866408,25,wsdld_20000_24000.csv,wsd,WSD linear,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.004487187642230267,0.0020352754639764684,-54.64251495030248,S20,0.02496336663053238,0.8424407912877223,0.9060322038768458,25,wsdcon_3.csv,probe,WSD-con 3e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
0.002926482771138891,0.0022781387417140637,-22.15437711845858,S20,0.02496336663053238,0.4305619535215437,0.7132725368863548,25,wsdcon_9.csv,probe,WSD-con 9e-5,wsdcon_3+wsdcon_9+wsdcon_18,probe,1
